ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S1414-753X2012000200012-scl","Plantas e pecadores: percepções da natureza em África","Athayde, Simone","Ambiente &amp; Sociedade; 15(2); 219-226","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000200012&lang=pt" 
"S1414-753X2012000200006-scl","Conhecimento tradicional das marisqueiras de Barra Grande, área de proteção ambiental do delta do Rio Parnaíba, Piauí, Brasil","Freitas, Simone Tupinambá, Pamplin, Paulo Augusto Zaitune, Legat, Jefferson, Fogaça, Fabíola Helena dos Santos, Barros, Roseli Farias Melo de","Ambiente &amp; Sociedade; 15(2); 91-112","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000200006&lang=pt" 
"S1414-753X2012000200002-scl","O arco de desflorestamento na Amazônia: da pecuária à soja","Domingues, Mariana Soares, Bermann, Célio","Ambiente &amp; Sociedade; 15(2); 1-22","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000200002&lang=pt" 
"S1414-753X2012000100001-scl","Editorial","","Ambiente &amp; Sociedade; 15(1); -","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000100001&lang=pt" 
"S1414-753X2012000100002-scl","Territórios em tensão: o mapeamento dos conflitos socioambientais do Estado de Mato Grosso - Brasil","Silva, Michelle Jaber da, Sato, Michèle Tomoko","Ambiente &amp; Sociedade; 15(1); 1-22","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000100002&lang=pt" 
"S1414-753X2012000100003-scl","Alterações climáticas, sociais e políticas em Portugal: processos de governança num litoral em risco","Schmidt, Luísa, Santos, Filipe Duarte, Prista, Pedro, Saraiva, Tiago, Gomes, Carla","Ambiente &amp; Sociedade; 15(1); 23-40","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000100003&lang=pt" 
"S1414-753X2012000100004-scl","Influência do ambiente natural sobre o ambiente construído: um estudo sobre o índice de chuva dirigida","Morelli, Fabiano, Lima, Maryangela Geimba de, Sousa Júnior, Wilson Cabral de","Ambiente &amp; Sociedade; 15(1); 41-52","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000100004&lang=pt" 
"S1414-753X2012000100005-scl","Participação em políticas públicas para conservação de matas ciliares no Estado de São Paulo","Castellano, Maria, Sorrentino, Marcos","Ambiente &amp; Sociedade; 15(1); 53-69","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000100005&lang=pt" 
"S1414-753X2012000100006-scl","Desenvolvimento Sustentável: análise das relações interorganizacionais na indústria de celulose e papel","Oliva, Fábio Lotti, Sobral, Maria Cecília, Teixeira, Hélio Janny, Grisi, Celso Cláudio de Hildebrand e, Almeida, Martinho Isnard Ribeiro de","Ambiente &amp; Sociedade; 15(1); 70-92","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000100006&lang=pt" 
"S1414-753X2012000100007-scl","Acesso à água para consumo humano e aspectos de saúde pública na Amazônia Legal","Giatti, Leandro Luiz, Cutolo, Silvana Audrá","Ambiente &amp; Sociedade; 15(1); 93-109","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000100007&lang=pt" 
"S1414-753X2012000100008-scl","Conflitos socioambientais: o caso da carcinicultura no complexo estuarino Caravelas - Nova Viçosa/Bahia-Brasil","Dias, Henrique Machado, Soares, Mario Luiz Gomes, Neffa, Elza","Ambiente &amp; Sociedade; 15(1); 111-130","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000100008&lang=pt" 
"S1414-753X2012000100009-scl","Determinantes da decisão de manter áreas protegidas em terras privadas: o caso das reservas legais do Estado de São Paulo","Marques, Emilena Muzolon, Ranieri, Victor Eduardo Lima","Ambiente &amp; Sociedade; 15(1); 131-145","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000100009&lang=pt" 
"S1414-753X2012000100010-scl","Desafios ambientais e estratégias para condução da investigação e programas de intervenção social","Alvino-Borba, Andreilcy, Mata-Lima, Abel, Mata-Lima, Herlander","Ambiente &amp; Sociedade; 15(1); 146-155","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000100010&lang=pt" 
"S1414-753X2012000100011-scl","Gestão ambiental e interesses corporativos: imagem ambiental ou novas relações com o ambiente?","Almeida Júnior, Antônio Ribeiro de, Gomes, Helena Lemos dos Reis Magalhães","Ambiente &amp; Sociedade; 15(1); 157-177","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000100011&lang=pt" 
"S1414-753X2012000100012-scl","Participação da sociedade civil na política ambiental do Governo Lula","Losekann, Cristiana","Ambiente &amp; Sociedade; 15(1); 179-200","Ambiente &amp; Sociedade","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000100012&lang=pt" 
"S1414-753X2012000100013-scl","Climate Change and &quot;historical responsibilities&quot;","Goldemberg, José, Guardabassi, Patricia Maria","Ambiente &amp; Sociedade; 15(1); 201-206","Ambiente &amp; Sociedade","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2012000100013&lang=pt" 
"S1414-753X2011000200001-scl","Editorial","","Ambiente &amp; Sociedade; 14(2); -","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000200001&lang=pt" 
"S1414-753X2011000200002-scl","Governança ambiental na América Latina: para uma agenda de pesquisa mais integrada","Castro, Fabio de, Hogenboom, Barbara, Baud, Michiel","Ambiente &amp; Sociedade; 14(2); 1-13","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000200002&lang=pt" 
"S1414-753X2011000200003-scl","Pesca artesanal entre crise econômica e problemas socioambientais: estudo de caso nos municípios de Garopaba e Imbituba (SC)","Capellesso, Adinor José, Cazella, Ademir Antonio","Ambiente &amp; Sociedade; 14(2); 15-33","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000200003&lang=pt" 
"S1414-753X2011000200004-scl","A missão &quot;ecocivilizatória&quot; e as novas moralidades ecológicas: a educação ambiental entre a norma e a antinormatividade","Carvalho, Isabel Cristina Moura, Farias, Carmen Roselaine, Pereira, Marcos Villela","Ambiente &amp; Sociedade; 14(2); 35-49","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000200004&lang=pt" 
"S1414-753X2011000200005-scl","Lazer e área protegida: conflitos na busca de &quot;emoções agradáveis&quot;","Martins, Ana Lucia Lucas","Ambiente &amp; Sociedade; 14(2); 51-67","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000200005&lang=pt" 
"S1414-753X2011000200006-scl","Whose environment?: the end of nature, climate change and the process of post-politicization","Swyngedouw, Erik","Ambiente &amp; Sociedade; 14(2); 69-87","Ambiente &amp; Sociedade","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000200006&lang=pt" 
"S1414-753X2011000200007-scl","O mito do consenso: uma perspectiva comparativa sobre governança tecnológica","Guivant, Julia S., Macnaghten, Philip","Ambiente &amp; Sociedade; 14(2); 89-104","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000200007&lang=pt" 
"S1414-753X2011000200008-scl","The politics of vulnerability and resilience","Frerks, Georg, Warner, Jeroen, Weijs, Bart","Ambiente &amp; Sociedade; 14(2); 105-122","Ambiente &amp; Sociedade","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000200008&lang=pt" 
"S1414-753X2011000200009-scl","Compromisso socioambiental e vulnerabilidade","Lemos, Sônia Maria, Higuchi, Maria Inês Gasparetto","Ambiente &amp; Sociedade; 14(2); 123-138","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000200009&lang=pt" 
"S1414-753X2011000200010-scl","A ideia de risco nos estudos sobre a problemática da água no Brasil","Mitjavila, Myriam Raquel, Grah, Bruno","Ambiente &amp; Sociedade; 14(2); 139-151","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000200010&lang=pt" 
"S1414-753X2011000200011-scl","Agro-industria cañera y uso del agua: análisis crítico en el contexto de la política de agrocombustibles en Colombia","Pérez, Mario Alejandro, Peña, Miguel Ricardo, Alvarez, Paula","Ambiente &amp; Sociedade; 14(2); 153-178","Ambiente &amp; Sociedade","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000200011&lang=pt" 
"S1414-753X2011000200012-scl","Meu coração não mudou: desenvolvimento sustentável, pragmatismo e estratégia em contexto amazônico tradicional","Le Tourneau, François-Michel, Kohler, Florent","Ambiente &amp; Sociedade; 14(2); 179-199","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000200012&lang=pt" 
"S1414-753X2011000100001-scl","Editorial","","Ambiente &amp; Sociedade; 14(1); -","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100001&lang=pt" 
"S1414-753X2011000100002-scl","A integração da pesquisa ao conhecimento ecológico local no subsídio ao manejo: variações no estoque natural da ostra de mangue crassostrea spp. na reserva extrativista do Mandira, Cananéia-SP, Brasil","Machado, Ingrid Cabral, Nordi, Nivaldo, Henriques, Marcelo Barbosa, Cardoso, Thaís Almeida, Pereira, Orlando Martins","Ambiente &amp; Sociedade; 14(1); 1-22","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100002&lang=pt" 
"S1414-753X2011000100003-scl","Gestão compartilhada do uso de recursos pesqueiros no Brasil: elementos para um programa nacional","Seixas, Cristiana S., Kalikoski, Daniela C., Almudi, Tiago, Batista, Vandick S., Costa, Adriane L., Diogo, Hugo L., Ferreira, Beatrice P., Futemma, Célia R.T., Moura, Rodrigo L., Ruffino, Mauro L., Salles, Rodrigo de, Thé, Ana Paula G.","Ambiente &amp; Sociedade; 14(1); 23-44","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100003&lang=pt" 
"S1414-753X2011000100004-scl","Conocimiento etnobotánico, patrones de uso y manejo de plantas útiles en la cuenca del río Cane-Iguaque (Boyacá - Colombia): una aproximación desde los sistemas de uso de la biodiversidad","Camacho, Laura Isabel Castellanos","Ambiente &amp; Sociedade; 14(1); 45-75","Ambiente &amp; Sociedade","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100004&lang=pt" 
"S1414-753X2011000100005-scl","Bem comum e normas costumeiras: a ética das águas em comunidades rurais de Minas Gerais","Galizoni, Flávia Maria, Ribeiro, Eduardo Magalhães","Ambiente &amp; Sociedade; 14(1); 77-94","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100005&lang=pt" 
"S1414-753X2011000100006-scl","Uma análise sistêmica do princípio do protetor -recebedor na institucionalização de programas de compensação por serviços ambientais","Hupffer, Haide M., Weyermüller, André R., Waclawovsky, William G.","Ambiente &amp; Sociedade; 14(1); 95-114","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100006&lang=pt" 
"S1414-753X2011000100007-scl","Os desafios de legitimidade em sistemas multissetoriais de governança: uma análise do Forest Stewardship Council","Voivodic, Mauricio de Almeida, Beduschi Filho, Luiz Carlos","Ambiente &amp; Sociedade; 14(1); 115-132","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100007&lang=pt" 
"S1414-753X2011000100008-scl","Crédito rural e código florestal: irmãos como Caim e Abel?","Igari, Alexandre T., Pivello, Vânia R.","Ambiente &amp; Sociedade; 14(1); 133-150","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100008&lang=pt" 
"S1414-753X2011000100009-scl","A construção de cenários da relação homem-natureza sob uma perspectiva sistêmica para o estudo da paisagem em fazendas produtoras de madeira no planalto norte catarinense","Tres, Deysi Regina, Reis, Ademir, Schlindwein, Sandro Luis","Ambiente &amp; Sociedade; 14(1); 151-173","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100009&lang=pt" 
"S1414-753X2011000100010-scl","Percepción al cambio climático y a la gestión del agua: aportes de las estrategias metodológicas cualitativas para su comprensión","Retamal, M. Rafaela, Rojas, Jorge, Parra, Oscar","Ambiente &amp; Sociedade; 14(1); 175-194","Ambiente &amp; Sociedade","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100010&lang=pt" 
"S1414-753X2011000100011-scl","E se eu não quiser participar? O caso da não participação nas eleições do comitê de bacia do rio São Francisco","Empinotti, Vanessa L.","Ambiente &amp; Sociedade; 14(1); 195-211","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100011&lang=pt" 
"S1414-753X2011000100012-scl","As mútuas interfaces entre projetos e ações de educação ambiental e de gestão de recursos hídricos: subsídios para políticas de estado","Saito, Carlos H.","Ambiente &amp; Sociedade; 14(1); 213-227","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100012&lang=pt" 
"S1414-753X2011000100013-scl","A regulamentação de acesso a recursos genéticos e repartição de benefícios: disputas dentro e fora do Brasil","Saccaro Jr, Nilo L.","Ambiente &amp; Sociedade; 14(1); 229-244","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100013&lang=pt" 
"S1414-753X2011000100014-scl","Marx ecológico? uma crítica","Ribeiro, Guilherme da S.","Ambiente &amp; Sociedade; 14(1); 245-248","Ambiente &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2011000100014&lang=pt" 
"S1414-753X2010000200001-scl","Editorial","","Ambiente &amp; Sociedade; 13(2); i-iv","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200001&lang=pt" 
"S1414-753X2010000200002-scl","Oportunidades e barreiras para políticas locais e subnacionais de enfrentamento das mudanças climáticas em áreas urbanas: evidências de diferentes contextos","Martins, Rafael D&#039;Almeida, Ferreira, Leila da Costa","Ambiente &amp; Sociedade; 13(2); 223-242","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200002&lang=pt" 
"S1414-753X2010000200003-scl","Notas e reflexões sobre a jurisprudência internacional em matéria ambiental: a participação de indivíduos e organizações não governamentais","Fonseca, Fúlvio Eduardo","Ambiente &amp; Sociedade; 13(2); 243-259","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200003&lang=pt" 
"S1414-753X2010000200004-scl","Territórios e identidades: mapeamento dos grupos sociais do Estado de Mato Grosso - Brasil","Silva, Regina, Sato, Michèle","Ambiente &amp; Sociedade; 13(2); 261-281","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200004&lang=pt" 
"S1414-753X2010000200006-scl","O programa piloto para proteção das florestas tropicais do Brasil (PPG-7) e a globalização da Amazônia","Antoni, Giorgio De","Ambiente &amp; Sociedade; 13(2); 299-313","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200006&lang=pt" 
"S1414-753X2010000200007-scl","A ciência e o desenvolvimento sustentável: para além do positivismo e da pós-modernidade","Silva Neto, Benedito, Basso, David","Ambiente &amp; Sociedade; 13(2); 315-329","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200007&lang=pt" 
"S1414-753X2010000200008-scl","Outro lado da fronteira agrícola: breve história sobre a origem e declínio da agricultura autóctone no cerrado","Feltran-Barbieri, Rafael","Ambiente &amp; Sociedade; 13(2); 331-345","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200008&lang=pt" 
"S1414-753X2010000200009-scl","Olhares sobre o &quot;Mar de Minas&quot;: percepções dos moradores de Alfenas e Fama relativas ao lago de Furnas (1963-1999)","Martins, Marcos Lobato","Ambiente &amp; Sociedade; 13(2); 347-363","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200009&lang=pt" 
"S1414-753X2010000200010-scl","Governança das águas no Brasil: conflitos pela apropriação da água e a busca da integração como consenso","Campos, Valéria Nagy de Oliveira, Fracalanza, Ana Paula","Ambiente &amp; Sociedade; 13(2); 365-382","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200010&lang=pt" 
"S1414-753X2010000200011-scl","¿Hacia la politización del consumo en Brasil? repensando el consumo ético desde la cultura política","Echegaray, Fabián","Ambiente &amp; Sociedade; 13(2); 383-400","Ambiente &amp; Sociedade","Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200011&lang=pt" 
"S1414-753X2010000200012-scl","Integração de políticas e governança ambiental: o caso do licenciamento rural no Brasil","Fatorelli, Leandra, Mertens, Frédéric","Ambiente &amp; Sociedade; 13(2); 401-415","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200012&lang=pt" 
"S1414-753X2010000200014-scl","O mapa fantasma: como a luta de dois homens contra o cólera mudou o destino de nossas metrópoles","Herculano, Selene","Ambiente &amp; Sociedade; 13(2); 429-431","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200014&lang=pt" 
"S1414-753X2010000200015-scl","A insustentabilidade em trânsito","Lindoso, Diego Pereira","Ambiente &amp; Sociedade; 13(2); 433-435","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200015&lang=pt" 
"S1414-753X2010000200016-scl","Controvérsias, potencialidades e arranjos no debate da sustentabilidade ambiental","Ruscheinsky, Aloísio","Ambiente &amp; Sociedade; 13(2); 437-441","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200016&lang=pt" 
"S1414-753X2010000200005-scl","Comunicação e governança do risco: a experiência Brasileira em áreas contaminadas por chumbo","Di Giulio, Gabriela Marques, Figueiredo, Bernardino Ribeiro, Ferreira, Lúcia da Costa, Anjos, José Ângelo Sebastião Araújo dos","Ambiente &amp; Sociedade; 13(2); 283-297","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200005&lang=pt" 
"S1414-753X2010000200013-scl","Do rural tradicional ao rural socioambiental","Brandemburg, Alfio","Ambiente &amp; Sociedade; 13(2); 417-428","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000200013&lang=pt" 
"S1414-753X2010000100001-scl","Editorial","","Ambiente &amp; Sociedade; 13(1); I-IV","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000100001&lang=pt" 
"S1414-753X2010000100002-scl","Demographic dynamics and environmental change in Brazil","Hogan, Daniel Joseph","Ambiente &amp; Sociedade; 13(1); 01-28","Ambiente &amp; Sociedade","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000100002&lang=pt" 
"S1414-753X2010000100003-scl","A gestão integrada de recursos hídricos e do uso do solo em bacias urbano-metropolitanas: o controle de inundações na bacia dos rios Iguaçu/Sarapuí, na Baixada Fluminense","Carneiro, Paulo Roberto Ferreira, Cardoso, Adauto Lucio, Zampronio, Gustavo Bezerra, Martingil, Melissa de Carvalho","Ambiente &amp; Sociedade; 13(1); 29-49","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000100003&lang=pt" 
"S1414-753X2010000100004-scl","A quem pertence o espaço rural? As mudanças na relação sociedade/natureza e o surgimento da dimensão pública do espaço rural","Souza, Osmar Tomaz de, Brandenburg, Alfio","Ambiente &amp; Sociedade; 13(1); 51-64","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000100004&lang=pt" 
"S1414-753X2010000100005-scl","Exploração mineira, memória e resistência: as retóricas ecológicas populares no conflito entre pequenos proprietários rurais e indústria mineira no centro de Portugal","Silva, Pedro Gabriel","Ambiente &amp; Sociedade; 13(1); 65-81","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000100005&lang=pt" 
"S1414-753X2010000100006-scl","Fronteiras do manejo: embates entre concepções num universo de unidade de conservação","Prado, Rosane, Catão, Helena","Ambiente &amp; Sociedade; 13(1); 83-93","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000100006&lang=pt" 
"S1414-753X2010000100007-scl","Estética marítima pesqueira: perfeição, resistência e humanização do mar","Ramalho, Cristiano Wellington Noberto","Ambiente &amp; Sociedade; 13(1); 95-110","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000100007&lang=pt" 
"S1414-753X2010000100008-scl","Assentamentos rurais na Amazônia: contradições entre a política agrária e a política ambiental","Le Tourneau, François-Michel, Bursztyn, Marcel","Ambiente &amp; Sociedade; 13(1); 111-130","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000100008&lang=pt" 
"S1414-753X2010000100009-scl","Arranjos produtivos locais e práticas de gestão socioambiental: uma análise do pólo moveleiro de Arapongas","Demajorovic, Jacques, Silva, Ademir Vicente da","Ambiente &amp; Sociedade; 13(1); 131-149","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000100009&lang=pt" 
"S1414-753X2010000100010-scl","Experiências de prevenção de riscos ao patrimônio cultural da humanidade","Zanirato, Silvia Helena","Ambiente &amp; Sociedade; 13(1); 151-164","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000100010&lang=pt" 
"S1414-753X2010000100012-scl","A competência da união para a elaboração de &quot;plano nacional das atividades de exploração de petróleo e gás natural&quot; no Brasil","Vilani, Rodrigo Machado, Machado, Carlos José Saldanha","Ambiente &amp; Sociedade; 13(1); 187-206","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000100012&lang=pt" 
"S1414-753X2010000100013-scl","Mudança ambiental e globalização: duplas exposições","Martins, Rafael D&#039;Almeida","Ambiente &amp; Sociedade; 13(1); 207-211","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000100013&lang=pt" 
"S1414-753X2010000100011-scl","Pesquisas em gestão ambiental: análise de sua evolução na Universidade de São Paulo","Uehara, Thiago Hector Kanashiro, Otero, Gabriela Gomes Prol, Martins, Euder Glendes Andrade, Philippi Jr, Arlindo, Mantovani, Waldir","Ambiente &amp; Sociedade; 13(1); 165-185","Ambiente &amp; Sociedade","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2010000100011&lang=pt" 
"S1414-753X2010000100001-sss","Engaging nanotechnologies: a case study of &#039;upstream&#039; public engagement","Macnaghten, Phil","Ambiente &amp; sociedade; 5(se); -","Ambiente &amp; sociedade","Inglês","2010","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-753X2010000100001&lang=pt" 
"S1414-753X2010000100002-sss","The other side of the agricultural frontier: a brief history on origin and decline of Indian agriculture in cerrado","Feltran-Barbieri, Rafael","Ambiente &amp; sociedade; 5(se); -","Ambiente &amp; sociedade","Inglês","2010","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-753X2010000100002&lang=pt" 
"S1414-753X2010000100003-sss","Who owns the rural space? Changes in the society/nature relationship and the emergence of the rural space public dimension","Souza, Osmar Tomaz de, Brandenburg, Alfio","Ambiente &amp; sociedade; 5(se); -","Ambiente &amp; sociedade","Inglês","2010","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-753X2010000100003&lang=pt" 
"S1414-753X2009000200001-scl","Editorial","","Ambiente &amp; Sociedade; 12(2); -","Ambiente &amp; Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2009000200001&lang=pt" 
"S1414-753X2009000200002-scl","Estimativa de aporte de recursos para um sistema de Pagamento por Serviços Ambientais na floresta Amazônica Brasileira","Fasiaben, Maria do Carmo Ramos, Andrade, Daniel Caixeta, Reydon, Bastiaan Philip, Garcia, Junior Ruiz, Romeiro, Ademar Ribeiro","Ambiente &amp; Sociedade; 12(2); 223-239","Ambiente &amp; Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2009000200002&lang=pt" 
"S1414-753X2009000200003-scl","Método de regressão de Poisson: metodologia para avaliação do impacto da poluição atmosférica na saúde populacional","Tadano, Yara de Souza, Ugaya, Cássia Maria Lie, Franco, Admilson Teixeira","Ambiente &amp; Sociedade; 12(2); 241-255","Ambiente &amp; Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2009000200003&lang=pt" 
"S1414-753X2009000200004-scl","Pioneiros da ecologia política agrária contemporânea","Nascimento, Humberto Miranda","Ambiente &amp; Sociedade; 12(2); 257-272","Ambiente &amp; Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2009000200004&lang=pt" 
"S1414-753X2009000200005-scl","Gestão coletiva de bens comuns no extrativismo da mangaba no nordeste do Brasil","Schmitz, Heribert, Mota, Dalva Maria da, Silva Júnior, Josué Francisco da","Ambiente &amp; Sociedade; 12(2); 273-292","Ambiente &amp; Sociedade","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2009000200005&lang=pt" 
